No,ID,ASAS_ID_V,ASAS_ID_I,2MASS_ID,RAd,DEC,V,I,V-I,J,J-H,H-K,Type,Period,V_amp,I_amp
496,193512+4146.4,193512+4146.4,193512+4146.4,19351209+4146232,293.80039,41.77313,13.378,12.767,0.611,12.331,0.256,0.024,EW,0.454914,0.37,0.39
497,193519+4637.1,193519+4637.1,193519+4637.1,19351949+4637088,293.83122,46.61914,11.306,8.189,3.117,6.375,0.873,0.318,QPER,42.69,0.46,0.18
498,193521+4832.4,193521+4832.4,193522+4832.4,19352149+4832251,293.83955,48.54031,12.387,10.193,2.194,8.744,0.842,0.251,APER,N/A,0.47,0.53
499,193523+4659.6,193523+4659.6,193523+4659.7,19352285+4659380,293.84522,46.99391,12.311,8.417,3.894,6.057,0.883,0.37,QPER,55.5,0.57,0.23
500,193523+4803.0,193523+4803.0,193523+4803.0,19352309+4803009,293.84622,48.05025,13.628,13.201,0.427,12.876,0.213,0.062,EA,1.10516,0.45,0.45
501,193527+3941.4,193527+3941.4,193527+3941.3,19352696+3941244,293.86235,39.69013,12.738,11.576,1.162,10.998,0.65,0.141,QPER,40.82,0.27,0.19
502,193527+4157.8,193527+4157.8,193527+4157.8,19352698+4157484,293.86244,41.96347,11.737,8.381,3.356,6.449,0.879,0.334,QPER,58.6,0.28,0.12
503,193533+4718.8,193533+4718.8,193533+4718.8,BLEND,293.8875,47.3133,13.318,10.658,2.66,99.999,99.999,99.999,QPER,32.02,0.38,0.15
504,193546+4700.6,193546+4700.6,193545+4700.6,19354527+4700382,293.93863,47.01064,15.248,11.774,3.474,9.954,0.948,0.324,APER,N/A,1.07,0.35
505,193547+4027.0,193547+4027.0,193547+4027.0,19354696+4026583,293.94569,40.44955,12.437,11.897,0.54,11.816,0.171,0.028,EW,0.496411,0.36,0.35
506,193548+4449.6,193548+4449.6,193548+4449.5,19354828+4449336,293.95117,44.826,14.491,9.679,4.812,7.234,0.946,0.347,QPER,71.2,1.87,0.5
507,193604+4014.1,193604+4014.1,193604+4014.0,19360382+4014033,294.01594,40.23426,14.026,10.142,3.884,8.091,0.925,0.339,APER,N/A,1.03,0.35
508,193606+3956.9,193606+3956.9,193606+3956.8,BLEND,294.025,39.9475,14.002,12.901,1.101,99.999,99.999,99.999,APER,N/A,0.34,0.38
509,193609+3937.7,193609+3937.7,193609+3937.7,19360904+3937429,294.03768,39.62859,9.776,9.309,0.467,9.041,0.187,0.093,PER,0.56076,0.05,0.05
510,193614+3926.7,193614+3926.7,193614+3926.7,19361368+3926432,294.05702,39.44536,13.166,9.795,3.371,7.163,0.849,0.387,MIRA,203,2.71,2.47
511,193624+4344.9,193624+4344.9,193624+4344.9,19362376+4344565,294.099,43.74904,10.577,8.356,2.221,6.938,0.891,0.271,QPER,27.49,0.24,0.12
512,193626+5032.6,193626+5032.6,193626+5032.6,19362610+5032334,294.10876,50.54263,10.954,10.419,0.535,10.209,0.162,0.043,EW/PER,1.09841,0.09,0.07
513,193629+4934.2,193629+4934.2,193629+4934.2,19362917+4934136,294.12154,49.57047,13.882,9.363,4.519,6.452,0.922,0.403,QPER,360,2.7,1.07
514,193634+4120.4,193634+4120.4,193633+4120.3,BLEND,294.1396,41.3392,13.438,12.492,0.946,99.999,99.999,99.999,EW/PER,0.239908,0.26,0.3
515,193639+3933.2,193639+3933.2,193639+3933.1,19363898+3933105,294.16244,39.55294,12.117,10.766,1.351,9.853,0.616,0.14,QPER,65.6,0.14,0.07
516,193643+4458.6,193643+4458.6,193643+4458.5,19364296+4458354,294.17902,44.97652,14.336,10.38,3.956,8.221,0.917,0.371,APER,N/A,1.58,1.14
517,193645+4034.4,193645+4034.4,193645+4034.4,19364536+4034225,294.18901,40.57294,10.733,7.727,3.006,5.887,0.929,0.349,QPER,99.5,0.41,0.31
518,193650+5012.0,193650+5012.0,193649+5012.0,19364937+5011597,294.20574,50.19992,11.049,6.447,4.602,2.251,0.872,0.518,MIRA,514,8.51,3.28
519,193654+3857.2,noID,193654+3857.2,19365430+3857149,294.22628,38.95416,99.999,11.539,99.999,9.464,0.951,0.416,APER,N/A,99.99,1.22
520,193655+4013.8,193655+4013.8,193655+4013.8,19365501+4013503,294.22922,40.23066,13.594,13.023,0.571,12.536,0.287,0.106,APER,N/A,0.86,1.13
521,193656+4618.6,193656+4618.6,193656+4618.6,19365574+4618367,294.23229,46.3102,13.57,9.56,4.01,7.367,0.932,0.358,APER,N/A,1.13,0.42
522,193659+4012.7,193659+4012.7,193659+4012.6,BLEND,294.2458,40.2108,13.558,12.384,1.174,99.999,99.999,99.999,APER,N/A,0.71,0.25
523,193702+3955.4,193702+3955.4,193702+3955.4,19370169+3955264,294.25705,39.924,12.623,10.278,2.345,8.835,0.875,0.307,QPER,20.35,0.25,0.1
524,193702+4443.3,193702+4443.3,193702+4443.3,19370170+4443177,294.25711,44.7216,12.595,10.09,2.505,8.409,0.952,0.328,QPER,61,0.23,0.15
525,193703+3906.9,noID,193703+3906.9,19370326+3906586,294.2636,39.11628,99.999,12.284,99.999,9.702,0.911,0.41,APER,N/A,99.99,0.65
526,193710+4506.4,193710+4506.4,193710+4506.4,19370975+4506267,294.29064,45.10743,10.7,10.317,0.383,9.853,0.291,0.103,PER,3.1936,0.02,0.06
527,193713+4352.0,193713+4352.0,193712+4351.9,19371237+4351582,294.30157,43.86617,12.299,8.91,3.389,6.966,0.897,0.349,QPER,51.3,0.42,0.18
528,193713+4219.6,193713+4219.6,193713+4219.5,19371304+4219341,294.30437,42.32615,12.324,9.486,2.838,7.865,0.824,0.357,QPER,18.63,0.22,0.09
529,193718+4206.5,193718+4206.5,193718+4206.5,19371799+4206286,294.32499,42.10796,12.605,10.006,2.599,8.473,0.86,0.318,QPER,18.91,0.25,0.22
530,193723+4451.5,193723+4451.5,193723+4451.6,19372326+4451333,294.34693,44.85925,11.939,8.834,3.105,7.121,0.917,0.342,QPER,33.97,0.41,0.14
531,193725+3900.9,193725+3900.9,193725+3900.9,19372468+3900569,294.35287,39.01582,13.007,10.071,2.936,8.283,0.929,0.311,APER,N/A,0.8,0.27
532,193726+4146.7,193726+4146.7,193726+4146.6,BLEND,294.3583,41.7775,11.245,10.139,1.106,99.999,99.999,99.999,PER/CEP,5.212,0.1,0.07
533,193727+4202.8,193727+4202.8,193727+4202.7,19372686+4202452,294.36194,42.04591,13.816,13.019,0.797,12.834,0.345,0.05,EW,0.340086,0.81,0.76
534,193729+3942.3,noID,193729+3942.3,19372895+3942120,294.37063,39.70335,99.999,10.532,99.999,9.128,1.006,0.6,QPER,358,99.99,1.19
535,193739+4907.9,noID,193739+4907.9,19373851+4907506,294.41046,49.13074,99.999,10.848,99.999,7.617,1.108,0.683,MIRA,403,99.99,3.33
536,193740+4956.0,193740+4956.0,193740+4956.0,19374047+4955590,294.41866,49.93308,10.908,9.212,1.696,8.026,0.754,0.187,QPER,80.3,0.13,0.12
537,193744+4157.2,193744+4157.2,193744+4157.1,BLEND,294.4333,41.9525,11.06,8.747,2.313,99.999,99.999,99.999,QPER,105.4,0.13,0.1
538,193752+4149.2,193752+4149.2,193753+4149.2,19375251+4149117,294.46883,41.81994,12.5,8.873,3.627,6.829,0.941,0.362,QPER,61.1,0.51,0.31
539,193756+4012.0,193756+4012.0,193755+4011.7,19375479+4011470,294.47833,40.19642,13.818,10.862,2.956,8.945,0.912,0.376,APER,N/A,0.74,0.25
540,193758+4449.9,193758+4449.9,193758+4450.0,19375831+4449559,294.49296,44.83221,14.134,13.47,0.664,12.973,0.274,0.031,EW/RRC,0.391508,0.46,0.4
541,193759+4614.3,193759+4614.3,193759+4614.3,19375875+4614195,294.49482,46.23877,11.044,10.544,0.5,10.199,0.132,0.05,PER,0.1004476,0.05,0.05
542,193802+4149.0,193802+4149.0,193802+4149.0,19380239+4148579,294.51,41.8161,12.38,8.773,3.607,6.789,0.92,0.308,QPER,41.74,0.62,0.2
543,193806+4323.8,193806+4323.8,193806+4323.8,19380636+4323472,294.52653,43.39646,11.322,10.204,1.118,9.481,0.52,0.127,EW,0.78625,0.11,0.06
544,193811+3823.7,193811+3823.7,193810+3823.6,19381020+3823403,294.54251,38.39453,13.134,9.706,3.428,5.915,0.961,0.617,MIRA,388,1.31,2.5
545,193817+5000.2,193817+5000.2,193817+5000.2,19381657+5000140,294.56908,50.0039,12.275,8.998,3.277,7.035,0.898,0.318,QPER,68.6,0.61,0.45
546,193817+3950.5,193817+3950.5,193817+3950.5,19381741+3950273,294.57258,39.84092,13.123,10.132,2.991,8.424,0.946,0.328,QPER,90.7,0.79,0.38
547,193819+3924.3,193819+3924.3,193818+3924.3,19381849+3924204,294.57705,39.40568,13.681,10.244,3.437,8.388,0.875,0.362,QPER,54,0.79,0.37
548,193822+4021.4,193822+4021.4,193822+4021.4,19382204+4021263,294.59185,40.35731,11.167,7.722,3.445,5.667,0.88,0.357,QPER,45.82,0.72,0.37
549,193823+4039.1,193823+4039.1,193823+4039.1,19382322+4039066,294.59678,40.65184,14.62,11.333,3.287,9.564,0.976,99.999,APER,N/A,1.43,0.34
550,193826+3959.6,193826+3959.6,193826+3959.6,19382594+3959357,294.60809,39.99327,13.98,9.725,4.255,7.326,0.936,0.348,QPER,62.9,0.66,0.26
551,193828+4009.3,193828+4009.3,193829+4009.3,19382850+4009174,294.61877,40.15484,13.197,10.181,3.016,8.448,0.914,0.307,QPER,45.13,0.56,0.21
552,193829+3913.8,noID,193829+3913.8,19382873+3913505,294.61973,39.23071,99.999,11.751,99.999,8.943,0.908,0.518,MIRA,376,99.99,2.46
553,193829+3836.0,noID,193829+3836.0,BLEND,294.6208,38.6,99.999,11.681,99.999,99.999,99.999,99.999,APER,N/A,99.99,0.71
554,193829+3912.0,193829+3912.0,193829+3912.0,19382900+3912000,294.62084,39.20001,14.268,10.788,3.48,8.902,0.891,0.381,QPER,41.07,0.62,0.19
555,193832+3837.6,193832+3837.6,193832+3837.6,19383238+3837366,294.63493,38.62684,10.254,9.239,1.015,8.565,0.344,0.164,EW,0.39373,0.29,0.22
556,193833+4604.0,193833+4604.0,193833+4604.0,19383260+4603591,294.63587,46.06642,12.148,12.399,-0.251,12.757,-0.132,-0.066,EW/PER,0.25153,0.15,0.24
557,193833+3900.3,193833+3900.3,193834+3900.4,19383332+3900223,294.63885,39.00621,13.253,9.642,3.611,7.568,0.949,0.353,QPER,83,0.57,0.28
558,193836+4341.5,193836+4341.5,193836+4341.5,19383589+4341314,294.64956,43.69206,11.503,10.506,0.997,9.731,0.471,0.137,PER/CEP,11.573,0.09,0.08
559,193838+3925.3,noID,193838+3925.3,19383750+3925149,294.65627,39.42081,99.999,11.373,99.999,8.902,0.982,0.343,APER,N/A,99.99,0.21
560,193841+4148.5,193841+4148.5,193842+4148.5,19384154+4148297,294.67311,41.80827,13.349,10.667,2.682,9.139,0.905,0.282,APER,N/A,0.31,0.2
561,193842+4551.9,193842+4551.9,193842+4551.9,19384193+4551547,294.67472,45.8652,13.099,12.066,1.033,11.492,0.493,0.098,APER,N/A,0.35,0.25
562,193843+4046.8,193843+4046.8,193843+4046.8,19384294+4046473,294.67892,40.77983,13.485,9.405,4.08,7.166,0.883,0.412,QPER,104.3,1.33,0.53
563,193844+4338.1,193844+4338.1,193843+4338.1,19384355+4338051,294.68148,43.63477,11.367,8.776,2.591,7.099,0.928,0.296,QPER,51.1,0.44,0.29
564,193848+3837.7,193848+3837.7,193848+3837.7,BLEND,294.7,38.6283,12.901,8.885,4.016,99.999,99.999,99.999,APER,N/A,0.69,0.41
565,193852+4654.7,193852+4654.7,193852+4654.6,19385157+4654403,294.71491,46.9112,13.649,10.885,2.764,9.226,0.932,0.293,APER,N/A,0.93,0.47
566,193851+5046.0,193851+5046.0,193852+5046.0,19385161+5046001,294.71506,50.7667,15.243,11.417,3.826,9.345,0.905,0.317,APER,N/A,0.91,0.49
567,193900+4939.4,193900+4939.4,193902+4939.5,BLEND,294.7542,49.6575,11.429,10.379,1.05,99.999,99.999,99.999,EW/PER,1.07202,0.5,0.5
568,193902+4015.4,noID,193902+4015.4,BLEND,294.7604,40.2592,99.999,9.962,99.999,99.999,99.999,99.999,MIRA,389,99.99,2.32
569,193903+3945.1,193903+3945.1,193904+3945.2,19390335+3945102,294.76399,39.75284,12.719,12.075,0.644,12.137,0.136,0.007,EA,2.2479,0.28,0.27
570,193908+4323.8,193908+4323.8,193908+4323.9,19390849+4323494,294.78541,43.39708,13.375,9.939,3.436,7.938,0.935,0.415,APER,N/A,1.37,0.97
571,193908+4329.9,noID,193908+4329.9,19390876+4329548,294.78653,43.49856,99.999,12.55,99.999,7.499,1.617,1.115,APER,N/A,99.99,0.74
572,193910+4052.3,193910+4052.3,193910+4052.3,19391001+4052152,294.79172,40.87091,10.495,9.292,1.203,8.424,0.596,0.142,QPER,30.33,0.25,0.24
573,193916+3916.8,193916+3916.8,193916+3916.9,19391635+3916503,294.81813,39.28065,12.424,9.468,2.956,7.787,0.897,0.31,QPER,19.54,0.31,0.13
574,193920+3909.6,noID,193920+3909.6,19391997+3909392,294.83321,39.16091,99.999,11.861,99.999,9.921,0.992,0.358,QPER,73.3,99.99,0.51
575,193924+4314.2,193924+4314.2,193922+4314.5,BLEND,294.8458,43.2392,12.685,8.054,4.631,99.999,99.999,99.999,QPER,368,0.72,0.74
576,193928+4718.4,193928+4718.4,193928+4718.4,19392758+4718265,294.86493,47.30736,10.351,10.285,0.066,10.285,-0.033,0.011,PER,11.925,0.02,0.04
577,193937+4457.6,193937+4457.6,193937+4457.6,BLEND,294.9042,44.96,11.724,8.229,3.495,99.999,99.999,99.999,QPER,49.29,0.36,0.15
578,193943+4008.8,193943+4008.8,193943+4008.8,19394316+4008492,294.92986,40.14702,11.614,10.569,1.045,10.422,0.262,0.089,RRC/HADS,0.220869,0.28,0.23
579,193949+4340.5,193949+4340.5,193949+4340.5,19394912+4340299,294.9547,43.67499,10.985,9.018,1.967,7.788,0.858,0.275,QPER,18.35,0.13,0.12
580,193953+4552.7,193953+4552.7,193953+4552.8,19395269+4552491,294.96957,45.88032,15.457,10.208,5.249,7.375,0.904,0.407,APER,N/A,2.43,0.77
581,193956+4607.8,193956+4607.8,193956+4607.8,19395559+4607475,294.98163,46.12988,11.547,8.703,2.844,7.012,0.897,0.305,QPER,21.97,0.25,0.1
582,193958+3938.6,193958+3938.6,193958+3938.6,19395847+3938341,294.99366,39.64283,13.433,12.784,0.649,12.25,0.293,0.091,EA,1.30617,0.47,0.48
583,194003+4353.9,194003+4353.9,194003+4353.9,19400329+4353559,295.01374,43.89888,11.961,6.905,5.056,2.906,0.941,0.513,MIRA,354,3.72,1.68
584,194027+4707.9,194027+4707.9,194027+4707.8,19402715+4707501,295.11316,47.13059,13.889,12.971,0.918,12.357,0.42,0.08,QPER,95.5,0.68,1.15
585,194029+4844.0,194029+4844.0,194028+4844.0,19402860+4843582,295.11919,48.73285,13.575,12.939,0.636,12.647,0.159,0.064,RRC/EW,0.321486,0.29,0.31
586,194029+5026.0,194029+5026.0,194029+5025.9,19402932+5025522,295.1222,50.43117,13.158,12.21,0.948,11.905,0.306,0.09,EW,0.354489,0.37,0.31
587,194031+4345.3,194031+4345.3,194030+4345.4,BLEND,295.1271,43.7558,12.361,11.204,1.157,99.999,99.999,99.999,QPER,66.4,0.32,1.17
588,194039+4318.3,194039+4318.3,194039+4318.3,19403935+4318174,295.164,43.30485,12.267,10.066,2.201,8.707,0.893,0.244,QPER,18.66,0.25,0.09
589,194041+4507.7,194041+4507.7,194042+4507.7,19404157+4507435,295.17323,45.12877,14.485,10.123,4.362,7.916,0.949,0.353,APER,N/A,1.55,0.25
590,194047+4419.1,194047+4419.1,194047+4419.1,19404702+4419057,295.19593,44.31826,12.118,9.322,2.796,7.627,0.912,0.295,QPER,28.38,0.4,0.15
591,194049+3831.2,194049+3831.2,194049+3831.2,19404868+3831103,295.20287,38.51955,10.302,9.197,1.105,8.52,0.484,0.114,PER,11.676,0.03,0.01
592,194052+3954.6,194052+3954.6,194052+3954.6,19405219+3954361,295.21747,39.91004,11.993,11.271,0.722,10.851,0.256,-0.004,EA,6.014,0.07,0.08
593,194052+4847.7,194052+4847.7,194053+4847.7,19405238+4847414,295.21829,48.79485,12.071,7.105,4.966,3.826,0.823,0.687,MIRA,413,4.95,2.28
594,194054+3917.7,194054+3917.7,194054+3917.7,19405395+3917440,295.2248,39.29558,11.196,8.978,2.218,7.618,0.888,0.271,QPER,100.4,0.39,0.11
595,194055+4647.1,194055+4647.1,194055+4647.1,19405474+4647056,295.2281,46.78489,10.01,9.846,0.164,9.628,0.089,0.034,EA,1.33259,0.67,0.83
596,194058+5052.1,194058+5052.1,194058+5052.1,19405803+5052021,295.24179,50.86725,12.689,9.237,3.452,7.459,0.891,0.337,QPER,95.2,0.6,0.4
597,194059+3849.8,194059+3849.8,194059+3849.8,BLEND,295.2458,38.83,13.057,10.78,2.277,99.999,99.999,99.999,APER,N/A,0.54,0.4
598,194059+4427.8,194059+4427.8,194100+4427.8,19405929+4427478,295.24707,44.46329,13.137,8.817,4.32,6.084,0.953,0.402,QPER,79.4,0.48,0.32
599,194106+4240.1,194106+4240.1,194106+4240.2,19410581+4240081,295.27425,42.66894,14.422,13.22,1.202,12.502,0.499,0.138,EW,0.297675,0.65,0.59
600,194107+3920.6,194107+3920.6,194107+3920.7,19410706+3920372,295.27943,39.34369,10.995,9.56,1.435,9.015,0.718,0.168,QPER,37.32,0.16,0.08
601,194110+4949.5,194110+4949.5,194110+4949.6,19410983+4949332,295.29099,49.82592,13.509,9.405,4.104,6.915,0.889,0.364,APER,N/A,0.57,0.34
602,194114+3859.4,194114+3859.4,194114+3859.4,19411416+3859239,295.309,38.99,13.882,10.541,3.341,8.654,0.94,0.326,QPER,38.67,0.48,0.16
603,194131+4000.8,noID,194131+4000.8,19413102+4000516,295.37927,40.01434,99.999,10.399,99.999,7.892,0.869,0.543,MIRA,205,99.99,3.08
604,194134+4649.1,194134+4649.1,194134+4649.1,19413396+4649057,295.3915,46.81826,10.357,9.281,1.076,8.478,0.475,0.116,PER,0.0700689,0.03,0
605,194136+4009.7,194136+4009.7,noID,19413595+4009437,295.39983,40.16215,10.308,99.999,99.999,4.481,1.076,0.55,APER,N/A,0.75,99.99
606,194139+4002.8,noID,194139+4002.8,19413974+4002486,295.41559,40.04685,99.999,11.645,99.999,8.642,0.866,0.527,MIRA,218,99.99,3.81
607,194145+4050.6,194145+4050.6,194145+4050.6,19414519+4050368,295.43829,40.84358,12.321,11.566,0.755,10.997,0.312,0.025,EA,7.375,0.19,0.13
608,194146+4212.6,194146+4212.6,194145+4212.6,19414554+4212326,295.43975,42.20906,12.601,7.552,5.049,4.097,1.083,0.703,APER,N/A,0.56,0.65
609,194146+3943.0,194146+3943.0,194146+3943.0,19414625+3943023,295.44271,39.71731,13.601,9.583,4.018,7.169,0.976,0.377,APER,N/A,0.92,0.55
610,194146+3902.8,194146+3902.8,194146+3902.8,19414628+3902468,295.44287,39.04636,12.602,9.521,3.081,7.741,0.939,0.279,APER,N/A,0.48,0.1
611,194147+4358.7,194147+4358.7,194147+4358.9,19414724+4358431,295.44684,43.97865,11.655,10.715,0.94,10.913,0.263,0.056,PER,0.0693413,0.05,0.02
612,194153+4610.5,194153+4610.5,194153+4610.4,19415298+4610257,295.47075,46.17383,13.044,10.203,2.841,8.557,0.869,0.307,APER,N/A,0.33,0.24
613,194155+4233.6,194155+4233.6,194154+4233.6,19415459+4233353,295.47749,42.55982,13.22,9.842,3.378,7.862,0.922,0.352,QPER,41.92,0.55,0.17
614,194155+3839.9,194155+3839.9,194155+3839.9,19415526+3839524,295.48026,38.66457,13.876,12.581,1.295,11.403,0.585,0.145,QPER,15.056,0.57,0.59
615,194158+4249.3,194158+4249.3,194157+4249.2,19415749+4249137,295.48958,42.82048,12.208,11.305,0.903,10.724,0.363,0.134,QPER,27.23,0.38,0.53
616,194205+3925.8,194205+3925.8,194205+3925.7,19420512+3925466,295.52137,39.42963,13.603,10.298,3.305,8.376,0.922,0.35,QPER,31.07,0.42,0.15
617,194205+3917.1,noID,194205+3917.1,19420586+3916587,295.52442,39.28299,99.999,12.881,99.999,7.339,1.321,0.794,MIRA,463,99.99,2.04
618,194210+4245.3,194210+4245.3,194210+4245.3,19421011+4245175,295.54214,42.75488,14.243,12.657,1.586,11.329,0.606,0.157,QPER,5.469,0.65,0.51
619,194210+4637.2,194210+4637.2,194211+4637.2,19421049+4637105,295.54374,46.61961,12.812,12.275,0.537,11.806,0.191,0.086,EW,0.87852,0.24,0.32
620,194219+3942.0,194219+3942.0,194218+3941.9,BLEND,295.5771,39.6992,12.37,11.268,1.102,99.999,99.999,99.999,EW/PER,0.318079,0.19,0.11
621,194221+4419.9,194221+4419.9,194221+4419.9,19422129+4419536,295.58873,44.33157,10.901,7.646,3.255,5.732,0.8,0.471,APER,N/A,0.53,0.77
622,194223+4527.5,194223+4527.5,194223+4527.4,19422283+4527262,295.59515,45.45729,14.866,9.931,4.935,6.88,1.003,0.429,APER,N/A,0.87,0.4
623,194227+4035.9,194227+4035.9,194226+4035.9,19422635+4035539,295.60982,40.59832,12.727,12.183,0.544,11.657,0.214,0.038,EW,0.50381,0.5,0.48
624,194233+4156.3,noID,194233+4156.3,19423331+4156169,295.63882,41.93805,99.999,11.806,99.999,8.359,0.922,0.588,MIRA,357,99.99,2.33
625,194234+3855.3,194234+3855.3,194235+3855.3,BLEND,295.6437,38.9217,12.116,10.395,1.721,99.999,99.999,99.999,APER,N/A,0.17,0.22
626,194236+4941.2,194236+4941.2,194236+4941.2,19423566+4941151,295.64861,49.68755,12.51,9.259,3.251,7.52,0.878,0.285,QPER,99.5,0.69,0.69
627,194240+3902.4,194240+3902.4,194240+3902.4,19424018+3902233,295.66746,39.03982,15.121,10.768,4.353,8.735,1.013,0.31,APER,N/A,1.31,0.22
628,194244+4256.9,194244+4256.9,194244+4256.9,19424449+4256523,295.68538,42.94787,13.734,9.551,4.183,7.194,0.989,0.387,QPER,51.1,0.6,0.32
629,194246+4936.9,194246+4936.9,194245+4937.0,19424513+4936586,295.68805,49.61629,12.601,11.607,0.994,99.999,99.999,99.999,EW,0.68488,0.33,0.2
630,194249+5021.7,194249+5021.7,194249+5021.7,19424884+5021398,295.7035,50.36108,9.175,9.191,-0.016,9.35,-0.089,-0.041,APER,N/A,0.11,0.43
631,194251+4324.8,194251+4324.8,194251+4324.8,19425057+4324486,295.71074,43.41352,11.736,10.986,0.75,10.414,0.301,0.085,PER,0.71837,0.06,0.05
632,194251+4327.2,194251+4327.2,194251+4327.2,BLEND,295.7125,43.4533,13.585,10.052,3.533,99.999,99.999,99.999,APER,N/A,2.09,0.86
633,194252+4309.8,194252+4309.8,194252+4309.9,19425200+4309527,295.71669,43.16464,12.457,11.695,0.762,11.269,0.307,0.063,EW,0.390498,0.29,0.29
634,194300+4525.9,194300+4525.9,194300+4525.9,19425980+4525515,295.7492,45.43098,14.027,10.664,3.363,8.797,0.975,0.305,QPER,58,1.16,0.32
635,194311+5053.8,194311+5053.8,194311+5053.8,19431113+5053455,295.7964,50.896,10.665,10.164,0.501,9.828,0.136,0.028,PER/EW,0.1231336,0.05,0.04
636,194316+4412.4,194316+4412.4,194316+4412.4,19431626+4412221,295.81779,44.20615,13.704,13.438,0.266,12.523,0.171,0.084,EW,0.57911,0.54,0.88
637,194318+3923.9,194318+3923.9,194318+3923.9,19431821+3923548,295.8259,39.39856,11.893,9.061,2.832,7.366,0.906,0.312,QPER,20.63,0.28,0.11
638,194320+3957.1,194320+3957.1,194320+3957.1,19432016+3957081,295.83401,39.95226,11.069,10.679,0.39,10.351,0.069,0.018,EA,2.4706,0.15,0.16
639,194327+3855.2,194327+3855.2,194327+3855.2,19432640+3855124,295.86001,38.92013,9.882,9.324,0.558,99.999,99.999,99.999,HADS/RRC,0.208221,0.49,0.14
640,194331+4436.0,noID,194331+4436.0,19433058+4436072,295.87744,44.60202,99.999,11.989,99.999,9.296,0.93,0.517,MIRA,360,99.99,1.46
641,194334+4406.3,194334+4406.3,194334+4406.3,19433392+4406196,295.89136,44.10547,11.426,10.999,0.427,10.593,0.182,0.026,PER,0.0837656,0.07,0.05
642,194337+3853.6,194337+3853.6,194337+3853.6,19433711+3853371,295.90467,38.89366,12.485,10.315,2.17,8.97,0.937,0.245,QPER,253,0.79,0.34
643,194338+4846.7,194338+4846.7,194338+4846.7,19433776+4846413,295.90735,48.77815,9.646,6.694,2.952,4.68,0.866,0.683,MIRA,184,4.34,1.88
644,194359+4021.0,194359+4021.0,194358+4020.8,19435743+4020445,295.98932,40.34569,13.712,11.574,2.138,9.304,0.912,0.403,APER,N/A,0.64,1.19
645,194401+4126.2,194401+4126.2,194401+4126.1,BLEND,296.0042,41.4358,13.486,10.968,2.518,99.999,99.999,99.999,APER,N/A,0.22,0.36
646,194402+3857.3,194402+3857.3,194401+3857.2,19440160+3857182,296.0067,38.95507,14.783,10.073,4.71,7.323,0.995,0.363,APER,N/A,0.84,0.39
647,194403+4551.2,194403+4551.2,194403+4551.2,19440328+4551123,296.01369,45.85342,11.629,9.545,2.084,8.207,0.911,0.243,APER,N/A,0.25,0.11
648,194404+4326.2,194404+4326.2,194404+4326.2,19440394+4326123,296.01644,43.43676,11.962,11.349,0.613,10.906,0.212,0.031,EW,0.83546,0.46,0.59
649,194409+4255.4,noID,194409+4255.4,19440925+4255233,296.03855,42.92314,99.999,12.042,99.999,9.832,0.982,0.383,QPER,122.2,99.99,1.11
650,194410+3947.4,194410+3947.4,194409+3947.4,19440960+3947249,296.04003,39.79025,18.442,9.656,8.786,5.448,0.766,0.558,MIRA,415,4.27,4.11
651,194413+3858.7,194413+3858.7,194413+3858.8,19441315+3858486,296.0548,38.98018,14.102,9.983,4.119,7.834,0.944,0.353,QPER,61.3,1.06,0.3
652,194414+4132.9,194414+4132.9,194414+4132.9,19441395+4132571,296.05813,41.5492,14.871,10.597,4.274,8.189,0.968,0.377,QPER,81.6,1.18,0.63
653,194414+4240.1,194414+4240.1,194414+4240.2,19441406+4240104,296.05861,42.66957,13.116,11.686,1.43,10.643,0.617,0.152,QPER,38.21,0.29,0.21
654,194416+3911.2,194416+3911.2,194416+3911.2,19441569+3911116,296.06539,39.18657,14.686,11.569,3.117,9.715,1.274,0.88,MIRA,344,2.71,0.98
655,194416+4905.1,194416+4905.1,194417+4905.3,19441693+4905154,296.07056,49.08763,12.564,9.77,2.794,7.965,0.927,0.301,QPER,129.3,0.43,0.34
656,194419+4852.3,194419+4852.3,194419+4852.3,19441893+4852207,296.07891,48.87242,11.745,9.264,2.481,7.803,0.84,0.268,QPER,12.296,0.19,0.1
657,194419+4126.4,194419+4126.4,194419+4126.3,19441926+4126206,296.08027,41.43908,13.855,10.088,3.767,8.041,0.967,0.347,QPER,46.5,1.1,0.33
658,194428+4529.2,194428+4529.2,194428+4529.2,19442794+4529101,296.11642,45.48616,13.556,9.561,3.995,6.667,0.983,0.412,APER,N/A,0.5,0.41
659,194429+3903.5,194429+3903.5,194428+3903.5,19442878+3903313,296.11992,39.0587,15.354,9.809,5.545,6.256,0.865,0.477,MIRA,295,2.63,2.55
660,194430+4324.0,194430+4324.0,noID,19442966+4324026,296.1236,43.40072,10.845,99.999,99.999,5.585,99.999,99.999,QPER,36.02,0.43,99.99
661,194436+4739.2,194436+4739.2,194436+4739.2,19443592+4739116,296.1497,47.65322,11.82,11.266,0.554,10.973,0.161,0.086,EW/RRC,0.442373,0.18,0.18
662,194437+4451.1,194437+4451.1,194438+4451.2,19443739+4451093,296.15581,44.85259,11.161,9.043,2.118,7.654,0.887,0.226,QPER,35.35,0.2,0.13
